max_depth,learning_rate,n_estimators,score,time
[CV 29/30] END base_estimator__max_depth=5, 0.025, 200, 0.747, 40.7s
[CV 30/30] END base_estimator__max_depth=5, 0.025, 200, 0.749, 40.5s
[CV 1/30] END base_estimator__max_depth=5, 0.025, 225, 0.756, 45.6s
[CV 2/30] END base_estimator__max_depth=5, 0.025, 225, 0.739, 45.7s
[CV 3/30] END base_estimator__max_depth=5, 0.025, 225, 0.751, 45.9s
[CV 5/30] END base_estimator__max_depth=5, 0.025, 225, 0.771, 46.1s
[CV 4/30] END base_estimator__max_depth=5, 0.025, 225, 0.744, 46.4s
[CV 6/30] END base_estimator__max_depth=5, 0.025, 225, 0.748, 46.2s
[CV 8/30] END base_estimator__max_depth=5, 0.025, 225, 0.762, 46.0s
[CV 7/30] END base_estimator__max_depth=5, 0.025, 225, 0.759, 46.6s
[CV 9/30] END base_estimator__max_depth=5, 0.025, 225, 0.779, 46.2s
[CV 10/30] END base_estimator__max_depth=5, 0.025, 225, 0.743, 46.4s
[CV 11/30] END base_estimator__max_depth=5, 0.025, 225, 0.774, 45.8s
[CV 12/30] END base_estimator__max_depth=5, 0.025, 225, 0.744, 45.5s
[CV 13/30] END base_estimator__max_depth=5, 0.025, 225, 0.775, 46.4s
[CV 14/30] END base_estimator__max_depth=5, 0.025, 225, 0.771, 46.0s
[CV 15/30] END base_estimator__max_depth=5, 0.025, 225, 0.771, 46.1s
[CV 16/30] END base_estimator__max_depth=5, 0.025, 225, 0.742, 45.5s
[CV 17/30] END base_estimator__max_depth=5, 0.025, 225, 0.741, 45.8s
[CV 18/30] END base_estimator__max_depth=5, 0.025, 225, 0.745, 45.5s
[CV 19/30] END base_estimator__max_depth=5, 0.025, 225, 0.746, 46.0s
[CV 20/30] END base_estimator__max_depth=5, 0.025, 225, 0.766, 45.7s
[CV 21/30] END base_estimator__max_depth=5, 0.025, 225, 0.756, 45.9s
[CV 22/30] END base_estimator__max_depth=5, 0.025, 225, 0.745, 45.9s
[CV 23/30] END base_estimator__max_depth=5, 0.025, 225, 0.768, 46.5s
[CV 25/30] END base_estimator__max_depth=5, 0.025, 225, 0.753, 46.1s
[CV 24/30] END base_estimator__max_depth=5, 0.025, 225, 0.779, 46.5s
[CV 26/30] END base_estimator__max_depth=5, 0.025, 225, 0.769, 45.9s
[CV 27/30] END base_estimator__max_depth=5, 0.025, 225, 0.764, 46.0s
[CV 28/30] END base_estimator__max_depth=5, 0.025, 225, 0.742, 46.1s
[CV 29/30] END base_estimator__max_depth=5, 0.025, 225, 0.750, 45.9s
[CV 30/30] END base_estimator__max_depth=5, 0.025, 225, 0.752, 46.1s
[CV 1/30] END base_estimator__max_depth=5, 0.03, 175, 0.753, 35.7s
[CV 2/30] END base_estimator__max_depth=5, 0.03, 175, 0.742, 35.7s
[CV 3/30] END base_estimator__max_depth=5, 0.03, 175, 0.753, 35.9s
[CV 4/30] END base_estimator__max_depth=5, 0.03, 175, 0.742, 35.6s
[CV 5/30] END base_estimator__max_depth=5, 0.03, 175, 0.776, 35.8s
[CV 6/30] END base_estimator__max_depth=5, 0.03, 175, 0.748, 35.5s
[CV 7/30] END base_estimator__max_depth=5, 0.03, 175, 0.760, 35.7s
[CV 8/30] END base_estimator__max_depth=5, 0.03, 175, 0.767, 36.0s
[CV 9/30] END base_estimator__max_depth=5, 0.03, 175, 0.783, 36.0s
[CV 10/30] END base_estimator__max_depth=5, 0.03, 175, 0.748, 36.2s
[CV 11/30] END base_estimator__max_depth=5, 0.03, 175, 0.778, 35.5s
[CV 12/30] END base_estimator__max_depth=5, 0.03, 175, 0.742, 35.6s
[CV 13/30] END base_estimator__max_depth=5, 0.03, 175, 0.778, 35.8s
[CV 14/30] END base_estimator__max_depth=5, 0.03, 175, 0.775, 36.3s
[CV 15/30] END base_estimator__max_depth=5, 0.03, 175, 0.771, 36.0s
[CV 16/30] END base_estimator__max_depth=5, 0.03, 175, 0.742, 35.7s
[CV 17/30] END base_estimator__max_depth=5, 0.03, 175, 0.739, 35.9s
[CV 18/30] END base_estimator__max_depth=5, 0.03, 175, 0.747, 35.7s
[CV 19/30] END base_estimator__max_depth=5, 0.03, 175, 0.746, 35.4s
[CV 20/30] END base_estimator__max_depth=5, 0.03, 175, 0.769, 35.9s
[CV 21/30] END base_estimator__max_depth=5, 0.03, 175, 0.755, 35.7s
[CV 22/30] END base_estimator__max_depth=5, 0.03, 175, 0.744, 35.7s
[CV 23/30] END base_estimator__max_depth=5, 0.03, 175, 0.775, 36.3s
[CV 24/30] END base_estimator__max_depth=5, 0.03, 175, 0.774, 35.9s
[CV 25/30] END base_estimator__max_depth=5, 0.03, 175, 0.749, 35.6s
[CV 26/30] END base_estimator__max_depth=5, 0.03, 175, 0.777, 35.8s
[CV 27/30] END base_estimator__max_depth=5, 0.03, 175, 0.766, 36.0s
[CV 29/30] END base_estimator__max_depth=5, 0.03, 175, 0.750, 35.6s
[CV 28/30] END base_estimator__max_depth=5, 0.03, 175, 0.745, 36.2s
[CV 30/30] END base_estimator__max_depth=5, 0.03, 175, 0.745, 35.9s
[CV 1/30] END base_estimator__max_depth=5, 0.03, 200, 0.750, 40.8s
[CV 2/30] END base_estimator__max_depth=5, 0.03, 200, 0.743, 40.5s
[CV 3/30] END base_estimator__max_depth=5, 0.03, 200, 0.744, 40.3s
[CV 4/30] END base_estimator__max_depth=5, 0.03, 200, 0.746, 41.2s
[CV 5/30] END base_estimator__max_depth=5, 0.03, 200, 0.771, 40.9s
[CV 6/30] END base_estimator__max_depth=5, 0.03, 200, 0.747, 41.1s
[CV 7/30] END base_estimator__max_depth=5, 0.03, 200, 0.757, 41.2s
[CV 8/30] END base_estimator__max_depth=5, 0.03, 200, 0.765, 41.5s
[CV 9/30] END base_estimator__max_depth=5, 0.03, 200, 0.780, 41.2s
[CV 10/30] END base_estimator__max_depth=5, 0.03, 200, 0.748, 41.1s
[CV 11/30] END base_estimator__max_depth=5, 0.03, 200, 0.774, 45.2s
[CV 12/30] END base_estimator__max_depth=5, 0.03, 200, 0.739, 45.8s
[CV 13/30] END base_estimator__max_depth=5, 0.03, 200, 0.778, 46.3s
[CV 14/30] END base_estimator__max_depth=5, 0.03, 200, 0.774, 46.0s
[CV 15/30] END base_estimator__max_depth=5, 0.03, 200, 0.771, 46.5s
[CV 16/30] END base_estimator__max_depth=5, 0.03, 200, 0.739, 47.9s
[CV 17/30] END base_estimator__max_depth=5, 0.03, 200, 0.734, 47.3s
[CV 18/30] END base_estimator__max_depth=5, 0.03, 200, 0.745, 46.9s
[CV 19/30] END base_estimator__max_depth=5, 0.03, 200, 0.746, 47.0s
[CV 20/30] END base_estimator__max_depth=5, 0.03, 200, 0.773, 46.4s
[CV 21/30] END base_estimator__max_depth=5, 0.03, 200, 0.760, 41.0s
[CV 22/30] END base_estimator__max_depth=5, 0.03, 200, 0.745, 41.2s
[CV 24/30] END base_estimator__max_depth=5, 0.03, 200, 0.776, 41.2s
[CV 23/30] END base_estimator__max_depth=5, 0.03, 200, 0.771, 42.1s
[CV 25/30] END base_estimator__max_depth=5, 0.03, 200, 0.751, 42.1s
[CV 26/30] END base_estimator__max_depth=5, 0.03, 200, 0.773, 42.8s
[CV 27/30] END base_estimator__max_depth=5, 0.03, 200, 0.763, 43.6s
[CV 28/30] END base_estimator__max_depth=5, 0.03, 200, 0.743, 42.6s
[CV 29/30] END base_estimator__max_depth=5, 0.03, 200, 0.748, 42.6s
[CV 30/30] END base_estimator__max_depth=5, 0.03, 200, 0.749, 42.6s
[CV 1/30] END base_estimator__max_depth=5, 0.03, 225, 0.749, 46.4s
[CV 2/30] END base_estimator__max_depth=5, 0.03, 225, 0.743, 45.5s
[CV 3/30] END base_estimator__max_depth=5, 0.03, 225, 0.747, 46.1s
[CV 4/30] END base_estimator__max_depth=5, 0.03, 225, 0.745, 46.2s
[CV 5/30] END base_estimator__max_depth=5, 0.03, 225, 0.770, 45.4s
[CV 6/30] END base_estimator__max_depth=5, 0.03, 225, 0.744, 45.7s
[CV 7/30] END base_estimator__max_depth=5, 0.03, 225, 0.762, 45.3s
[CV 8/30] END base_estimator__max_depth=5, 0.03, 225, 0.768, 45.6s
[CV 9/30] END base_estimator__max_depth=5, 0.03, 225, 0.779, 45.6s
[CV 10/30] END base_estimator__max_depth=5, 0.03, 225, 0.748, 46.0s
[CV 11/30] END base_estimator__max_depth=5, 0.03, 225, 0.779, 45.6s
[CV 12/30] END base_estimator__max_depth=5, 0.03, 225, 0.741, 45.7s
[CV 13/30] END base_estimator__max_depth=5, 0.03, 225, 0.780, 45.5s
[CV 14/30] END base_estimator__max_depth=5, 0.03, 225, 0.773, 45.7s
[CV 15/30] END base_estimator__max_depth=5, 0.03, 225, 0.768, 45.9s
[CV 16/30] END base_estimator__max_depth=5, 0.03, 225, 0.742, 45.9s
[CV 17/30] END base_estimator__max_depth=5, 0.03, 225, 0.730, 45.9s
[CV 18/30] END base_estimator__max_depth=5, 0.03, 225, 0.746, 46.2s
[CV 19/30] END base_estimator__max_depth=5, 0.03, 225, 0.746, 46.4s
[CV 20/30] END base_estimator__max_depth=5, 0.03, 225, 0.773, 46.0s
[CV 21/30] END base_estimator__max_depth=5, 0.03, 225, 0.754, 46.3s
[CV 22/30] END base_estimator__max_depth=5, 0.03, 225, 0.743, 46.2s
[CV 23/30] END base_estimator__max_depth=5, 0.03, 225, 0.770, 46.9s
[CV 24/30] END base_estimator__max_depth=5, 0.03, 225, 0.770, 46.6s
[CV 25/30] END base_estimator__max_depth=5, 0.03, 225, 0.748, 46.4s
[CV 26/30] END base_estimator__max_depth=5, 0.03, 225, 0.774, 46.0s
[CV 27/30] END base_estimator__max_depth=5, 0.03, 225, 0.761, 45.8s
[CV 28/30] END base_estimator__max_depth=5, 0.03, 225, 0.745, 45.9s
[CV 29/30] END base_estimator__max_depth=5, 0.03, 225, 0.744, 45.9s
[CV 30/30] END base_estimator__max_depth=5, 0.03, 225, 0.748, 46.3s
[CV 1/30] END base_estimator__max_depth=5, 0.035, 175, 0.756, 35.5s
[CV 2/30] END base_estimator__max_depth=5, 0.035, 175, 0.742, 35.8s
[CV 3/30] END base_estimator__max_depth=5, 0.035, 175, 0.746, 36.1s
[CV 4/30] END base_estimator__max_depth=5, 0.035, 175, 0.746, 35.9s
[CV 5/30] END base_estimator__max_depth=5, 0.035, 175, 0.772, 35.5s
[CV 6/30] END base_estimator__max_depth=5, 0.035, 175, 0.746, 35.8s
[CV 7/30] END base_estimator__max_depth=5, 0.035, 175, 0.761, 36.3s
[CV 8/30] END base_estimator__max_depth=5, 0.035, 175, 0.768, 35.9s
[CV 9/30] END base_estimator__max_depth=5, 0.035, 175, 0.781, 35.7s
[CV 10/30] END base_estimator__max_depth=5, 0.035, 175, 0.748, 36.3s
[CV 11/30] END base_estimator__max_depth=5, 0.035, 175, 0.775, 35.5s
[CV 12/30] END base_estimator__max_depth=5, 0.035, 175, 0.745, 36.4s
[CV 13/30] END base_estimator__max_depth=5, 0.035, 175, 0.771, 35.9s
[CV 14/30] END base_estimator__max_depth=5, 0.035, 175, 0.771, 36.4s
[CV 15/30] END base_estimator__max_depth=5, 0.035, 175, 0.773, 36.1s
[CV 16/30] END base_estimator__max_depth=5, 0.035, 175, 0.742, 35.7s
[CV 17/30] END base_estimator__max_depth=5, 0.035, 175, 0.736, 35.6s
[CV 18/30] END base_estimator__max_depth=5, 0.035, 175, 0.749, 35.6s
[CV 19/30] END base_estimator__max_depth=5, 0.035, 175, 0.748, 35.9s
[CV 20/30] END base_estimator__max_depth=5, 0.035, 175, 0.772, 36.0s
[CV 21/30] END base_estimator__max_depth=5, 0.035, 175, 0.757, 35.8s
[CV 22/30] END base_estimator__max_depth=5, 0.035, 175, 0.743, 35.7s
[CV 23/30] END base_estimator__max_depth=5, 0.035, 175, 0.774, 36.3s
[CV 24/30] END base_estimator__max_depth=5, 0.035, 175, 0.777, 35.6s
[CV 25/30] END base_estimator__max_depth=5, 0.035, 175, 0.751, 35.7s
[CV 26/30] END base_estimator__max_depth=5, 0.035, 175, 0.772, 35.9s
[CV 27/30] END base_estimator__max_depth=5, 0.035, 175, 0.759, 36.0s
[CV 28/30] END base_estimator__max_depth=5, 0.035, 175, 0.748, 36.1s
[CV 30/30] END base_estimator__max_depth=5, 0.035, 175, 0.749, 35.6s
[CV 29/30] END base_estimator__max_depth=5, 0.035, 175, 0.748, 36.0s
[CV 1/30] END base_estimator__max_depth=5, 0.035, 200, 0.756, 41.9s
[CV 2/30] END base_estimator__max_depth=5, 0.035, 200, 0.743, 41.9s
[CV 4/30] END base_estimator__max_depth=5, 0.035, 200, 0.744, 41.2s
[CV 3/30] END base_estimator__max_depth=5, 0.035, 200, 0.740, 41.8s
[CV 5/30] END base_estimator__max_depth=5, 0.035, 200, 0.775, 41.7s
[CV 6/30] END base_estimator__max_depth=5, 0.035, 200, 0.746, 40.4s
[CV 7/30] END base_estimator__max_depth=5, 0.035, 200, 0.758, 40.7s
[CV 8/30] END base_estimator__max_depth=5, 0.035, 200, 0.769, 41.2s
[CV 9/30] END base_estimator__max_depth=5, 0.035, 200, 0.778, 41.4s
[CV 10/30] END base_estimator__max_depth=5, 0.035, 200, 0.750, 41.4s
[CV 11/30] END base_estimator__max_depth=5, 0.035, 200, 0.774, 41.4s
[CV 12/30] END base_estimator__max_depth=5, 0.035, 200, 0.746, 41.3s
[CV 13/30] END base_estimator__max_depth=5, 0.035, 200, 0.772, 41.1s
[CV 15/30] END base_estimator__max_depth=5, 0.035, 200, 0.772, 40.7s
[CV 14/30] END base_estimator__max_depth=5, 0.035, 200, 0.772, 41.2s
[CV 16/30] END base_estimator__max_depth=5, 0.035, 200, 0.746, 40.6s
[CV 17/30] END base_estimator__max_depth=5, 0.035, 200, 0.729, 41.1s
[CV 19/30] END base_estimator__max_depth=5, 0.035, 200, 0.751, 40.6s
[CV 18/30] END base_estimator__max_depth=5, 0.035, 200, 0.748, 41.1s
[CV 20/30] END base_estimator__max_depth=5, 0.035, 200, 0.774, 40.8s
[CV 21/30] END base_estimator__max_depth=5, 0.035, 200, 0.753, 41.0s
[CV 22/30] END base_estimator__max_depth=5, 0.035, 200, 0.745, 41.2s
[CV 25/30] END base_estimator__max_depth=5, 0.035, 200, 0.749, 41.2s
[CV 23/30] END base_estimator__max_depth=5, 0.035, 200, 0.770, 41.6s
[CV 24/30] END base_estimator__max_depth=5, 0.035, 200, 0.777, 41.5s
[CV 26/30] END base_estimator__max_depth=5, 0.035, 200, 0.770, 41.7s
[CV 27/30] END base_estimator__max_depth=5, 0.035, 200, 0.758, 42.0s
[CV 29/30] END base_estimator__max_depth=5, 0.035, 200, 0.748, 42.7s
[CV 28/30] END base_estimator__max_depth=5, 0.035, 200, 0.746, 42.9s
[CV 30/30] END base_estimator__max_depth=5, 0.035, 200, 0.751, 42.9s
[CV 1/30] END base_estimator__max_depth=5, 0.035, 225, 0.755, 50.8s
[CV 2/30] END base_estimator__max_depth=5, 0.035, 225, 0.741, 50.7s
[CV 3/30] END base_estimator__max_depth=5, 0.035, 225, 0.736, 50.7s
[CV 5/30] END base_estimator__max_depth=5, 0.035, 225, 0.775, 50.5s
[CV 4/30] END base_estimator__max_depth=5, 0.035, 225, 0.743, 50.9s
[CV 6/30] END base_estimator__max_depth=5, 0.035, 225, 0.748, 56.4s
[CV 7/30] END base_estimator__max_depth=5, 0.035, 225, 0.759, 57.2s
[CV 9/30] END base_estimator__max_depth=5, 0.035, 225, 0.773, 57.3s
[CV 8/30] END base_estimator__max_depth=5, 0.035, 225, 0.768, 58.1s
[CV 10/30] END base_estimator__max_depth=5, 0.035, 225, 0.743, 58.1s
[CV 11/30] END base_estimator__max_depth=5, 0.035, 225, 0.775, 52.1s
[CV 12/30] END base_estimator__max_depth=5, 0.035, 225, 0.741, 52.0s
[CV 13/30] END base_estimator__max_depth=5, 0.035, 225, 0.776, 51.2s
[CV 15/30] END base_estimator__max_depth=5, 0.035, 225, 0.772, 51.3s
[CV 14/30] END base_estimator__max_depth=5, 0.035, 225, 0.768, 52.2s
[CV 16/30] END base_estimator__max_depth=5, 0.035, 225, 0.746, 51.5s
[CV 17/30] END base_estimator__max_depth=5, 0.035, 225, 0.726, 52.2s
[CV 18/30] END base_estimator__max_depth=5, 0.035, 225, 0.743, 51.9s
[CV 20/30] END base_estimator__max_depth=5, 0.035, 225, 0.772, 51.1s
[CV 19/30] END base_estimator__max_depth=5, 0.035, 225, 0.753, 51.8s
[CV 21/30] END base_estimator__max_depth=5, 0.035, 225, 0.755, 51.4s
[CV 22/30] END base_estimator__max_depth=5, 0.035, 225, 0.741, 55.3s
[CV 23/30] END base_estimator__max_depth=5, 0.035, 225, 0.765, 55.6s
[CV 25/30] END base_estimator__max_depth=5, 0.035, 225, 0.746, 55.4s
[CV 24/30] END base_estimator__max_depth=5, 0.035, 225, 0.774, 55.8s
[CV 26/30] END base_estimator__max_depth=5, 0.035, 225, 0.771, 55.2s
[CV 27/30] END base_estimator__max_depth=5, 0.035, 225, 0.757, 50.8s
[CV 28/30] END base_estimator__max_depth=5, 0.035, 225, 0.747, 49.7s
[CV 29/30] END base_estimator__max_depth=5, 0.035, 225, 0.745, 49.4s
[CV 30/30] END base_estimator__max_depth=5, 0.035, 225, 0.754, 49.6s
